<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.11.06	09:50:00	48185	48280	48160	48220	1450	3521	5
2015.11.06	10:00:00	48225	48250	48105	48115	2500	6221	5
2015.11.06	10:10:00	48115	48250	48105	48160	1870	4654	5
2015.11.06	10:20:00	48160	48225	48090	48200	1862	4215	5
2015.11.06	10:30:00	48205	48350	48195	48350	4058	9867	5
2015.11.06	10:40:00	48350	48380	48280	48360	1953	4812	5
2015.11.06	10:50:00	48355	48370	48275	48290	1305	3094	5
2015.11.06	11:00:00	48295	48335	48170	48230	2459	5848	5
2015.11.06	11:10:00	48230	48285	48190	48200	1621	3999	5
2015.11.06	11:20:00	48200	48225	48120	48155	1768	5412	5
2015.11.06	11:30:00	48150	48150	47800	47930	8812	22316	5
2015.11.06	11:40:00	47925	48110	47675	47820	6881	17556	5
2015.11.06	11:50:00	47820	47850	47715	47840	3652	8703	5
2015.11.06	12:00:00	47840	47885	47720	47755	3072	6828	5
2015.11.06	12:10:00	47745	47950	47730	47860	3060	6552	5
2015.11.06	12:20:00	47855	47870	47800	47850	1143	2992	5
2015.11.06	12:30:00	47850	47895	47765	47855	2313	5568	5
2015.11.06	12:40:00	47850	48040	47840	47875	4035	9805	5
2015.11.06	12:50:00	47875	47875	47600	47660	4499	11098	5
2015.11.06	13:00:00	47660	47695	47355	47430	5208	12469	5
2015.11.06	13:10:00	47430	47450	47225	47350	4130	9723	5
2015.11.06	13:20:00	47355	47360	47035	47105	6119	14023	5
2015.11.06	13:30:00	47100	47125	46870	46875	5854	14076	5
2015.11.06	13:40:00	46880	46990	46830	46990	4788	12095	5
2015.11.06	13:50:00	46990	47140	46960	47140	3383	9741	5
2015.11.06	14:00:00	47140	47200	47060	47150	3135	7532	5
2015.11.06	14:10:00	47150	47360	47140	47270	4449	11884	5
2015.11.06	14:20:00	47270	47435	47235	47435	4090	9903	5
2015.11.06	14:30:00	47430	47430	47275	47290	2893	6836	5
2015.11.06	14:40:00	47295	47345	47210	47245	2893	6901	5
2015.11.06	14:50:00	47250	47350	47175	47200	2750	6847	5
2015.11.06	15:00:00	47200	47230	47075	47225	2970	7427	5
2015.11.06	15:10:00	47230	47375	47165	47315	3911	9724	5
2015.11.06	15:20:00	47320	47320	47195	47245	2184	5344	5
2015.11.06	15:30:00	47245	47275	47125	47165	2856	6777	5
2015.11.06	15:40:00	47160	47240	47115	47145	2424	5658	5
2015.11.06	15:50:00	47145	47275	47085	47270	2838	6647	5
2015.11.06	16:00:00	47270	47360	47210	47295	3022	7110	5
2015.11.06	16:10:00	47290	47470	47290	47455	3201	7670	5
2015.11.06	16:20:00	47450	47455	47300	47315	2620	6088	5
2015.11.06	16:30:00	47315	47350	47225	47340	1988	4431	5
2015.11.06	16:40:00	47345	47365	47285	47330	1628	3880	5
2015.11.06	16:50:00	47335	47430	47205	47230	2641	6371	5
2015.11.06	17:00:00	47225	47530	47205	47465	3435	8525	5
2015.11.06	17:10:00	47455	47520	47385	47430	2146	5425	5
2015.11.06	17:20:00	47435	47560	47415	47520	1417	3584	5
2015.11.06	17:30:00	47525	47540	47430	47435	1071	2437	5
2015.11.06	17:40:00	47445	47530	47385	47530	1706	3516	5
2015.11.06	17:50:00	47520	47560	47500	47500	603	2430	5
2015.11.09	09:00:00	47550	47600	47140	47145	3039	7971	5
2015.11.09	09:10:00	47150	47255	47130	47245	1626	3715	5
2015.11.09	09:20:00	47250	47280	47075	47095	2606	6032	5
2015.11.09	09:30:00	47090	47155	47060	47080	1571	3864	5
2015.11.09	09:40:00	47080	47175	47030	47145	1730	3945	5
2015.11.09	09:50:00	47145	47170	47075	47160	1426	3083	5
2015.11.09	10:00:00	47160	47260	47050	47250	3194	7141	5
2015.11.09	10:10:00	47250	47355	47200	47240	3626	8619	5
2015.11.09	10:20:00	47240	47410	47225	47330	2442	5465	5
2015.11.09	10:30:00	47335	47375	47275	47335	1553	3474	5
2015.11.09	10:40:00	47340	47450	47330	47420	2588	5616	5
2015.11.09	10:50:00	47420	47445	47270	47295	1597	3727	5
2015.11.09	11:00:00	47295	47420	47285	47355	1656	3979	5
2015.11.09	11:10:00	47360	47400	47330	47360	916	2223	5
2015.11.09	11:20:00	47360	47445	47220	47400	3587	7895	5
2015.11.09	11:30:00	47400	47510	47355	47415	3313	7598	5
2015.11.09	11:40:00	47410	47475	47355	47385	2109	4582	5
2015.11.09	11:50:00	47385	47420	47320	47335	2058	4474	5
2015.11.09	12:00:00	47345	47390	47305	47390	1750	4041	5
2015.11.09	12:10:00	47390	47390	47180	47190	2703	6474	5
2015.11.09	12:20:00	47185	47215	47130	47145	2732	6588	5
2015.11.09	12:30:00	47145	47390	47115	47365	5685	13162	5
2015.11.09	12:40:00	47355	47390	47205	47305	3476	7970	5
2015.11.09	12:50:00	47310	47345	47075	47090	5040	11618	5
2015.11.09	13:00:00	47080	47130	46980	47015	4966	11598	5
2015.11.09	13:10:00	47015	47115	46970	47035	3174	7178	5
2015.11.09	13:20:00	47040	47070	46930	46950	3550	8385	5
2015.11.09	13:30:00	46955	47005	46880	46990	3786	9769	5
2015.11.09	13:40:00	46985	47040	46930	46945	2515	6002	5
2015.11.09	13:50:00	46935	46985	46885	46915	1932	4669	5
2015.11.09	14:00:00	46910	46920	46735	46740	4248	10193	5
2015.11.09	14:10:00	46735	46775	46620	46680	3904	9918	5
2015.11.09	14:20:00	46675	46715	46515	46575	3775	10011	5
2015.11.09	14:30:00	46575	46640	46540	46610	2730	6357	5
2015.11.09	14:40:00	46610	46745	46575	46700	3292	8022	5
2015.11.09	14:50:00	46705	46800	46660	46690	3151	8529	5
2015.11.09	15:00:00	46685	46700	46560	46670	2758	6366	5
2015.11.09	15:10:00	46675	46720	46605	46655	2102	4896	5
2015.11.09	15:20:00	46660	46770	46620	46765	2175	5392	5
